product_id,name,category,brand,description,price_inr,rating,num_reviews,in_stock,tags,specs,warranty_years,free_shipping,return_policy_days
1084,Oppo S10 5G,Smartphones,Oppo,Flagship smartphone with the most advanced chip and stunning AMOLED display.,146270,4,4478,Yes,"gaming, flagship, 5G","{""RAM"": ""12GB"", ""Storage"": ""64GB"", ""Battery"": ""5500mAh"", ""Camera"": ""50MP"", ""Display"": ""6.4 inch OLED""}",2,No,7
1085,Apple Air Ultra,Smartphones,Apple,Camera-centric phone with multiple lenses designed for photography enthusiasts.,93570,3.9,624,Yes,"budget, gaming, camera","{""RAM"": ""4GB"", ""Storage"": ""256GB"", ""Battery"": ""5500mAh"", ""Camera"": ""108MP"", ""Display"": ""6.1 inch AMOLED""}",3,No,10
1086,Samsung T5 5G,Smartphones,Samsung,Feature-packed smartphone with pro-grade camera system and 5G connectivity.,25920,3.5,3057,Yes,"gaming, flagship, camera","{""RAM"": ""16GB"", ""Storage"": ""64GB"", ""Battery"": ""4500mAh"", ""Camera"": ""200MP"", ""Display"": ""6.7 inch LCD""}",3,Yes,10
1087,Vivo Max Ultra,Smartphones,Vivo,Budget-friendly smartphone offering premium features at an affordable price.,144390,3.1,2349,Yes,"budget, flagship, gaming","{""RAM"": ""4GB"", ""Storage"": ""256GB"", ""Battery"": ""5000mAh"", ""Camera"": ""200MP"", ""Display"": ""6.4 inch OLED""}",3,Yes,7
1088,OnePlus 300 5G,Smartphones,OnePlus,Budget-friendly smartphone offering premium features at an affordable price.,135610,3.9,2971,Yes,"gaming, flagship, budget","{""RAM"": ""4GB"", ""Storage"": ""256GB"", ""Battery"": ""5000mAh"", ""Camera"": ""64MP"", ""Display"": ""6.4 inch OLED""}",1,Yes,10
1089,OnePlus Elite V12,Smartphones,OnePlus,Flagship smartphone with the most advanced chip and stunning AMOLED display.,86670,3.7,3364,Yes,"camera, 5G, budget","{""RAM"": ""8GB"", ""Storage"": ""512GB"", ""Battery"": ""5500mAh"", ""Camera"": ""50MP"", ""Display"": ""6.8 inch AMOLED""}",0,Yes,15
1090,Apple Lite Ultra,Smartphones,Apple,Budget-friendly smartphone offering premium features at an affordable price.,132670,4.6,2501,Yes,"flagship, camera, 5G","{""RAM"": ""12GB"", ""Storage"": ""64GB"", ""Battery"": ""4000mAh"", ""Camera"": ""50MP"", ""Display"": ""6.4 inch OLED""}",1,Yes,15
1091,Xiaomi Air Ultra,Smartphones,Xiaomi,Feature-packed smartphone with pro-grade camera system and 5G connectivity.,43590,4.3,1412,Yes,"gaming, camera, flagship","{""RAM"": ""8GB"", ""Storage"": ""64GB"", ""Battery"": ""4500mAh"", ""Camera"": ""50MP"", ""Display"": ""6.4 inch OLED""}",2,Yes,7
1092,Apple X Ultra,Smartphones,Apple,Budget-friendly smartphone offering premium features at an affordable price.,116910,3.8,3336,Yes,"5G, budget, gaming","{""RAM"": ""16GB"", ""Storage"": ""256GB"", ""Battery"": ""5000mAh"", ""Camera"": ""200MP"", ""Display"": ""6.4 inch OLED""}",2,No,7
1093,Samsung S10 5G,Smartphones,Samsung,Camera-centric phone with multiple lenses designed for photography enthusiasts.,73950,3.7,2624,Yes,"gaming, flagship, budget","{""RAM"": ""8GB"", ""Storage"": ""512GB"", ""Battery"": ""4500mAh"", ""Camera"": ""108MP"", ""Display"": ""6.1 inch AMOLED""}",1,No,7
1094,Realme Lite Pro Max,Smartphones,Realme,Feature-packed smartphone with pro-grade camera system and 5G connectivity.,15190,4.9,4226,Yes,"budget, camera, 5G","{""RAM"": ""8GB"", ""Storage"": ""256GB"", ""Battery"": ""4500mAh"", ""Camera"": ""64MP"", ""Display"": ""6.8 inch AMOLED""}",3,No,15
1095,Google 300 5G,Smartphones,Google,Gaming smartphone with high refresh rate display and advanced cooling system.,72930,3.5,890,Yes,"gaming, 5G, budget","{""RAM"": ""8GB"", ""Storage"": ""512GB"", ""Battery"": ""5500mAh"", ""Camera"": ""108MP"", ""Display"": ""6.1 inch AMOLED""}",3,Yes,15
1096,Vivo Zen Ultra,Smartphones,Vivo,Feature-packed smartphone with pro-grade camera system and 5G connectivity.,64880,4.1,1064,Yes,"gaming, flagship, 5G","{""RAM"": ""12GB"", ""Storage"": ""512GB"", ""Battery"": ""5000mAh"", ""Camera"": ""50MP"", ""Display"": ""6.1 inch AMOLED""}",0,No,15
1097,Vivo Edge Pro Max,Smartphones,Vivo,Budget-friendly smartphone offering premium features at an affordable price.,93550,3.8,2696,Yes,"5G, flagship, budget","{""RAM"": ""8GB"", ""Storage"": ""512GB"", ""Battery"": ""5500mAh"", ""Camera"": ""64MP"", ""Display"": ""6.4 inch OLED""}",2,Yes,30
1098,Realme B2 5G,Smartphones,Realme,Gaming smartphone with high refresh rate display and advanced cooling system.,50570,4.6,2185,Yes,"gaming, 5G, camera","{""RAM"": ""16GB"", ""Storage"": ""256GB"", ""Battery"": ""4000mAh"", ""Camera"": ""50MP"", ""Display"": ""6.8 inch AMOLED""}",1,Yes,30
1099,OnePlus T5 5G,Smartphones,OnePlus,Budget-friendly smartphone offering premium features at an affordable price.,124680,3.5,1680,Yes,"5G, camera, flagship","{""RAM"": ""12GB"", ""Storage"": ""256GB"", ""Battery"": ""5500mAh"", ""Camera"": ""64MP"", ""Display"": ""6.8 inch AMOLED""}",3,No,7
1100,OnePlus Edge Ultra,Smartphones,OnePlus,Camera-centric phone with multiple lenses designed for photography enthusiasts.,82620,3.6,2295,Yes,"budget, gaming, flagship","{""RAM"": ""8GB"", ""Storage"": ""256GB"", ""Battery"": ""5500mAh"", ""Camera"": ""64MP"", ""Display"": ""6.4 inch OLED""}",2,Yes,15
1101,Apple Spark Pro Headset,Headphones,Apple,High-fidelity headphones loved by audiophiles for studio-quality audio.,17050,4.1,2389,Yes,"wired, sports, noise-cancelling","{""Type"": ""On-ear"", ""Connectivity"": ""USB-C"", ""Battery"": ""40 hrs"", ""Driver"": ""40mm"", ""Frequency"": ""20Hz-20kHz""}",0,No,7
1102,Samsung S10 TWS Earbuds,Headphones,Samsung,Sports earbuds with secure fit and sweat resistance for active users.,7880,4.7,4360,Yes,"sports, wired, noise-cancelling","{""Type"": ""Over-ear"", ""Connectivity"": ""Bluetooth 5.2"", ""Battery"": ""20 hrs"", ""Driver"": ""10mm"", ""Frequency"": ""5Hz-40kHz""}",1,Yes,7
1103,Bose Max Pro Headset,Headphones,Bose,Premium noise-cancelling headphones for immersive audio experience anywhere.,24000,3.3,2348,Yes,"wireless, gaming, wired","{""Type"": ""In-ear"", ""Connectivity"": ""USB-C"", ""Battery"": ""20 hrs"", ""Driver"": ""40mm"", ""Frequency"": ""10Hz-22kHz""}",0,Yes,10
1104,Sony Neo Pro Headset,Headphones,Sony,True wireless earbuds with crystal clear sound and comfortable fit.,32720,3.1,4947,Yes,"gaming, wireless, wired","{""Type"": ""In-ear"", ""Connectivity"": ""Bluetooth 5.0"", ""Battery"": ""N/A"", ""Driver"": ""40mm"", ""Frequency"": ""5Hz-40kHz""}",0,No,15
1105,Jabra Nova Pro Headset,Headphones,Jabra,True wireless earbuds with crystal clear sound and comfortable fit.,29860,3.9,2771,Yes,"noise-cancelling, wired, sports","{""Type"": ""On-ear"", ""Connectivity"": ""USB-C"", ""Battery"": ""30 hrs"", ""Driver"": ""13mm"", ""Frequency"": ""20Hz-20kHz""}",2,Yes,10
1106,Boat S7 TWS Earbuds,Headphones,Boat,Premium noise-cancelling headphones for immersive audio experience anywhere.,14330,3.2,2197,Yes,"gaming, wired, noise-cancelling","{""Type"": ""Over-ear"", ""Connectivity"": ""Wired 3.5mm"", ""Battery"": ""40 hrs"", ""Driver"": ""13mm"", ""Frequency"": ""10Hz-22kHz""}",2,No,7
1107,Apple Nova ANC Headphones,Headphones,Apple,Premium noise-cancelling headphones for immersive audio experience anywhere.,23540,3.9,1104,Yes,"gaming, wired, sports","{""Type"": ""Over-ear"", ""Connectivity"": ""Wired 3.5mm"", ""Battery"": ""30 hrs"", ""Driver"": ""13mm"", ""Frequency"": ""20Hz-20kHz""}",3,Yes,30
1108,Samsung Max Pro Headset,Headphones,Samsung,Gaming headset with surround sound and noise-cancelling microphone.,28170,4.7,4496,Yes,"wireless, noise-cancelling, wired","{""Type"": ""In-ear"", ""Connectivity"": ""Wired 3.5mm"", ""Battery"": ""N/A"", ""Driver"": ""10mm"", ""Frequency"": ""20Hz-20kHz""}",1,Yes,10
1109,Samsung Flex Pro Headset,Headphones,Samsung,Premium noise-cancelling headphones for immersive audio experience anywhere.,23970,4.4,4629,Yes,"noise-cancelling, gaming, sports","{""Type"": ""In-ear"", ""Connectivity"": ""Bluetooth 5.2"", ""Battery"": ""60 hrs"", ""Driver"": ""50mm"", ""Frequency"": ""10Hz-22kHz""}",0,No,15
1110,Sony 5000 Wireless Headphones,Headphones,Sony,True wireless earbuds with crystal clear sound and comfortable fit.,20450,3.1,1119,Yes,"noise-cancelling, sports, gaming","{""Type"": ""In-ear"", ""Connectivity"": ""Bluetooth 5.0"", ""Battery"": ""30 hrs"", ""Driver"": ""50mm"", ""Frequency"": ""20Hz-20kHz""}",3,No,30
1111,Jabra Flex Pro Headset,Headphones,Jabra,Premium noise-cancelling headphones for immersive audio experience anywhere.,24050,4.3,1834,Yes,"wireless, wired, noise-cancelling","{""Type"": ""Over-ear"", ""Connectivity"": ""USB-C"", ""Battery"": ""60 hrs"", ""Driver"": ""13mm"", ""Frequency"": ""5Hz-40kHz""}",0,Yes,15
1112,Jabra Nova Pro Headset,Headphones,Jabra,Gaming headset with surround sound and noise-cancelling microphone.,13590,3.5,138,Yes,"wired, wireless, gaming","{""Type"": ""Over-ear"", ""Connectivity"": ""Bluetooth 5.0"", ""Battery"": ""N/A"", ""Driver"": ""50mm"", ""Frequency"": ""5Hz-40kHz""}",1,Yes,7
1113,Bose Apex Pro Headset,Headphones,Bose,Gaming headset with surround sound and noise-cancelling microphone.,23680,4.7,2379,Yes,"noise-cancelling, gaming, wireless","{""Type"": ""Over-ear"", ""Connectivity"": ""Bluetooth 5.2"", ""Battery"": ""N/A"", ""Driver"": ""13mm"", ""Frequency"": ""5Hz-40kHz""}",1,No,15
1114,Sennheiser Ultra ANC Headphones,Headphones,Sennheiser,Sports earbuds with secure fit and sweat resistance for active users.,10870,3.1,2621,Yes,"wireless, gaming, wired","{""Type"": ""In-ear"", ""Connectivity"": ""Bluetooth 5.0"", ""Battery"": ""30 hrs"", ""Driver"": ""50mm"", ""Frequency"": ""5Hz-40kHz""}",3,No,10
1115,Apple Max Pro Headset,Headphones,Apple,True wireless earbuds with crystal clear sound and comfortable fit.,29800,3.6,1999,Yes,"wireless, gaming, noise-cancelling","{""Type"": ""On-ear"", ""Connectivity"": ""USB-C"", ""Battery"": ""40 hrs"", ""Driver"": ""13mm"", ""Frequency"": ""10Hz-22kHz""}",2,Yes,15
1116,Bose S10 TWS Earbuds,Headphones,Bose,Premium noise-cancelling headphones for immersive audio experience anywhere.,18980,4.7,4588,Yes,"wired, gaming, sports","{""Type"": ""On-ear"", ""Connectivity"": ""Bluetooth 5.0"", ""Battery"": ""N/A"", ""Driver"": ""13mm"", ""Frequency"": ""5Hz-40kHz""}",1,No,10
1117,Samsung Ultra ANC Headphones,Headphones,Samsung,True wireless earbuds with crystal clear sound and comfortable fit.,33690,3.2,2644,Yes,"gaming, wireless, wired","{""Type"": ""On-ear"", ""Connectivity"": ""Bluetooth 5.2"", ""Battery"": ""40 hrs"", ""Driver"": ""13mm"", ""Frequency"": ""5Hz-40kHz""}",2,No,30
1118,Samsung 5000 TWS Earbuds,Headphones,Samsung,Gaming headset with surround sound and noise-cancelling microphone.,30960,3.9,1822,Yes,"gaming, wired, noise-cancelling","{""Type"": ""In-ear"", ""Connectivity"": ""Wired 3.5mm"", ""Battery"": ""40 hrs"", ""Driver"": ""10mm"", ""Frequency"": ""5Hz-40kHz""}",1,Yes,15
1119,Boat Ultra ANC Headphones,Headphones,Boat,High-fidelity headphones loved by audiophiles for studio-quality audio.,8440,4.1,2895,Yes,"gaming, wired, wireless","{""Type"": ""In-ear"", ""Connectivity"": ""USB-C"", ""Battery"": ""40 hrs"", ""Driver"": ""13mm"", ""Frequency"": ""5Hz-40kHz""}",1,Yes,30
1120,JBL G7 Wireless Headphones,Headphones,JBL,Gaming headset with surround sound and noise-cancelling microphone.,1670,4.7,1801,Yes,"noise-cancelling, sports, wireless","{""Type"": ""Over-ear"", ""Connectivity"": ""Bluetooth 5.2"", ""Battery"": ""N/A"", ""Driver"": ""13mm"", ""Frequency"": ""20Hz-20kHz""}",3,No,7
1121,Jabra V12 Wireless Headphones,Headphones,Jabra,Premium noise-cancelling headphones for immersive audio experience anywhere.,18860,3.8,886,Yes,"sports, wired, gaming","{""Type"": ""In-ear"", ""Connectivity"": ""Bluetooth 5.0"", ""Battery"": ""60 hrs"", ""Driver"": ""50mm"", ""Frequency"": ""20Hz-20kHz""}",0,Yes,10
1122,Sennheiser V20 TWS Earbuds,Headphones,Sennheiser,High-fidelity headphones loved by audiophiles for studio-quality audio.,9720,3.8,269,Yes,"gaming, sports, wired","{""Type"": ""Over-ear"", ""Connectivity"": ""Bluetooth 5.2"", ""Battery"": ""30 hrs"", ""Driver"": ""10mm"", ""Frequency"": ""5Hz-40kHz""}",0,No,30
1123,Boat V12 Wireless Headphones,Headphones,Boat,Premium noise-cancelling headphones for immersive audio experience anywhere.,24750,3.2,391,Yes,"wired, noise-cancelling, sports","{""Type"": ""Over-ear"", ""Connectivity"": ""Bluetooth 5.2"", ""Battery"": ""20 hrs"", ""Driver"": ""50mm"", ""Frequency"": ""10Hz-22kHz""}",0,No,7
1124,JBL B2 Wireless Headphones,Headphones,JBL,True wireless earbuds with crystal clear sound and comfortable fit.,20750,4.5,4438,Yes,"gaming, noise-cancelling, wireless","{""Type"": ""Over-ear"", ""Connectivity"": ""Bluetooth 5.2"", ""Battery"": ""60 hrs"", ""Driver"": ""50mm"", ""Frequency"": ""5Hz-40kHz""}",2,No,10
1125,Bose C3 Wireless Headphones,Headphones,Bose,Premium noise-cancelling headphones for immersive audio experience anywhere.,15580,4.7,2924,Yes,"sports, gaming, wireless","{""Type"": ""Over-ear"", ""Connectivity"": ""Wired 3.5mm"", ""Battery"": ""40 hrs"", ""Driver"": ""50mm"", ""Frequency"": ""20Hz-20kHz""}",3,No,10
1126,Boat T5 TWS Earbuds,Headphones,Boat,True wireless earbuds with crystal clear sound and comfortable fit.,25100,3.2,52,Yes,"gaming, wireless, wired","{""Type"": ""In-ear"", ""Connectivity"": ""Wired 3.5mm"", ""Battery"": ""30 hrs"", ""Driver"": ""10mm"", ""Frequency"": ""20Hz-20kHz""}",2,No,15
1127,Apple 700 Wireless Headphones,Headphones,Apple,True wireless earbuds with crystal clear sound and comfortable fit.,15370,4.1,4909,Yes,"gaming, noise-cancelling, sports","{""Type"": ""Over-ear"", ""Connectivity"": ""Wired 3.5mm"", ""Battery"": ""60 hrs"", ""Driver"": ""10mm"", ""Frequency"": ""5Hz-40kHz""}",2,No,7
1128,Apple S5 Wireless Headphones,Headphones,Apple,Gaming headset with surround sound and noise-cancelling microphone.,31730,5,2208,Yes,"sports, wireless, wired","{""Type"": ""In-ear"", ""Connectivity"": ""Bluetooth 5.2"", ""Battery"": ""20 hrs"", ""Driver"": ""40mm"", ""Frequency"": ""10Hz-22kHz""}",3,Yes,7
1129,JBL Max Pro Headset,Headphones,JBL,High-fidelity headphones loved by audiophiles for studio-quality audio.,17210,3.2,2505,Yes,"wireless, gaming, wired","{""Type"": ""On-ear"", ""Connectivity"": ""Bluetooth 5.2"", ""Battery"": ""40 hrs"", ""Driver"": ""10mm"", ""Frequency"": ""20Hz-20kHz""}",0,No,15
1130,Boat Zen Pro Headset,Headphones,Boat,High-fidelity headphones loved by audiophiles for studio-quality audio.,15360,4.6,3272,Yes,"sports, wireless, gaming","{""Type"": ""In-ear"", ""Connectivity"": ""Bluetooth 5.2"", ""Battery"": ""40 hrs"", ""Driver"": ""40mm"", ""Frequency"": ""20Hz-20kHz""}",2,No,30
1131,Sennheiser S5 TWS Earbuds,Headphones,Sennheiser,Sports earbuds with secure fit and sweat resistance for active users.,13090,4.9,2396,Yes,"sports, wireless, wired","{""Type"": ""On-ear"", ""Connectivity"": ""Bluetooth 5.0"", ""Battery"": ""40 hrs"", ""Driver"": ""13mm"", ""Frequency"": ""10Hz-22kHz""}",0,No,30
1132,JBL Nova ANC Headphones,Headphones,JBL,High-fidelity headphones loved by audiophiles for studio-quality audio.,23220,4.4,311,Yes,"noise-cancelling, gaming, wired","{""Type"": ""In-ear"", ""Connectivity"": ""USB-C"", ""Battery"": ""60 hrs"", ""Driver"": ""50mm"", ""Frequency"": ""5Hz-40kHz""}",2,Yes,7
1133,Sennheiser Nova ANC Headphones,Headphones,Sennheiser,Gaming headset with surround sound and noise-cancelling microphone.,2030,5,4193,Yes,"gaming, wired, wireless","{""Type"": ""Over-ear"", ""Connectivity"": ""Bluetooth 5.0"", ""Battery"": ""N/A"", ""Driver"": ""40mm"", ""Frequency"": ""20Hz-20kHz""}",1,No,15
1134,Boat Lite ANC Headphones,Headphones,Boat,High-fidelity headphones loved by audiophiles for studio-quality audio.,34920,4,3740,Yes,"gaming, noise-cancelling, sports","{""Type"": ""On-ear"", ""Connectivity"": ""Bluetooth 5.2"", ""Battery"": ""30 hrs"", ""Driver"": ""40mm"", ""Frequency"": ""10Hz-22kHz""}",1,No,15
1135,Jabra Z Pro Headset,Headphones,Jabra,High-fidelity headphones loved by audiophiles for studio-quality audio.,2820,3.1,1439,Yes,"noise-cancelling, sports, wireless","{""Type"": ""On-ear"", ""Connectivity"": ""Bluetooth 5.0"", ""Battery"": ""20 hrs"", ""Driver"": ""13mm"", ""Frequency"": ""5Hz-40kHz""}",1,No,30
1136,Jabra Elite ANC Headphones,Headphones,Jabra,True wireless earbuds with crystal clear sound and comfortable fit.,22600,3.9,1769,Yes,"sports, wireless, gaming","{""Type"": ""On-ear"", ""Connectivity"": ""USB-C"", ""Battery"": ""40 hrs"", ""Driver"": ""10mm"", ""Frequency"": ""5Hz-40kHz""}",1,No,7
1137,Bose Zen ANC Headphones,Headphones,Bose,High-fidelity headphones loved by audiophiles for studio-quality audio.,11750,3.9,2893,Yes,"gaming, wired, sports","{""Type"": ""In-ear"", ""Connectivity"": ""USB-C"", ""Battery"": ""60 hrs"", ""Driver"": ""10mm"", ""Frequency"": ""10Hz-22kHz""}",3,Yes,15
1138,Bose 700 TWS Earbuds,Headphones,Bose,Premium noise-cancelling headphones for immersive audio experience anywhere.,8730,3.2,1531,Yes,"wireless, gaming, sports","{""Type"": ""On-ear"", ""Connectivity"": ""Bluetooth 5.2"", ""Battery"": ""60 hrs"", ""Driver"": ""50mm"", ""Frequency"": ""10Hz-22kHz""}",3,Yes,10
1139,Jabra Ultra ANC Headphones,Headphones,Jabra,High-fidelity headphones loved by audiophiles for studio-quality audio.,29550,4.2,4038,Yes,"noise-cancelling, gaming, sports","{""Type"": ""Over-ear"", ""Connectivity"": ""USB-C"", ""Battery"": ""60 hrs"", ""Driver"": ""50mm"", ""Frequency"": ""10Hz-22kHz""}",3,No,30
1140,JBL G10 Wireless Headphones,Headphones,JBL,True wireless earbuds with crystal clear sound and comfortable fit.,10580,3.5,945,Yes,"wired, wireless, gaming","{""Type"": ""On-ear"", ""Connectivity"": ""USB-C"", ""Battery"": ""60 hrs"", ""Driver"": ""10mm"", ""Frequency"": ""5Hz-40kHz""}",2,No,7
1141,Jabra Edge Pro Headset,Headphones,Jabra,Premium noise-cancelling headphones for immersive audio experience anywhere.,25890,4.3,1951,Yes,"wired, noise-cancelling, wireless","{""Type"": ""In-ear"", ""Connectivity"": ""Wired 3.5mm"", ""Battery"": ""N/A"", ""Driver"": ""50mm"", ""Frequency"": ""20Hz-20kHz""}",1,No,30
1142,JBL Apex ANC Headphones,Headphones,JBL,True wireless earbuds with crystal clear sound and comfortable fit.,28290,4.1,790,Yes,"wired, wireless, gaming","{""Type"": ""On-ear"", ""Connectivity"": ""Wired 3.5mm"", ""Battery"": ""30 hrs"", ""Driver"": ""40mm"", ""Frequency"": ""5Hz-40kHz""}",1,No,7
1143,Apple Flex ANC Headphones,Headphones,Apple,True wireless earbuds with crystal clear sound and comfortable fit.,5550,3.6,628,Yes,"gaming, sports, noise-cancelling","{""Type"": ""On-ear"", ""Connectivity"": ""Wired 3.5mm"", ""Battery"": ""40 hrs"", ""Driver"": ""50mm"", ""Frequency"": ""10Hz-22kHz""}",0,No,15
1144,Samsung V12 TWS Earbuds,Headphones,Samsung,Gaming headset with surround sound and noise-cancelling microphone.,590,4.5,3529,Yes,"noise-cancelling, gaming, wired","{""Type"": ""On-ear"", ""Connectivity"": ""Wired 3.5mm"", ""Battery"": ""N/A"", ""Driver"": ""50mm"", ""Frequency"": ""20Hz-20kHz""}",1,No,15
1145,Samsung A1 TWS Earbuds,Headphones,Samsung,Gaming headset with surround sound and noise-cancelling microphone.,20440,4.1,3625,Yes,"wired, noise-cancelling, gaming","{""Type"": ""Over-ear"", ""Connectivity"": ""USB-C"", ""Battery"": ""N/A"", ""Driver"": ""10mm"", ""Frequency"": ""20Hz-20kHz""}",3,Yes,30
1146,Sennheiser 700 TWS Earbuds,Headphones,Sennheiser,True wireless earbuds with crystal clear sound and comfortable fit.,30670,4.8,2512,Yes,"wired, sports, noise-cancelling","{""Type"": ""In-ear"", ""Connectivity"": ""Bluetooth 5.2"", ""Battery"": ""N/A"", ""Driver"": ""50mm"", ""Frequency"": ""5Hz-40kHz""}",1,No,7
1147,Bose X Pro Headset,Headphones,Bose,Premium noise-cancelling headphones for immersive audio experience anywhere.,5080,3.5,1092,Yes,"gaming, noise-cancelling, sports","{""Type"": ""On-ear"", ""Connectivity"": ""Wired 3.5mm"", ""Battery"": ""N/A"", ""Driver"": ""50mm"", ""Frequency"": ""5Hz-40kHz""}",3,Yes,10
1148,Boat 500 Wireless Headphones,Headphones,Boat,High-fidelity headphones loved by audiophiles for studio-quality audio.,13180,3.6,2886,Yes,"wireless, sports, noise-cancelling","{""Type"": ""On-ear"", ""Connectivity"": ""Bluetooth 5.0"", ""Battery"": ""60 hrs"", ""Driver"": ""13mm"", ""Frequency"": ""10Hz-22kHz""}",1,Yes,30
1149,Jabra 2000 Wireless Headphones,Headphones,Jabra,Premium noise-cancelling headphones for immersive audio experience anywhere.,5330,3.2,700,Yes,"gaming, wired, wireless","{""Type"": ""In-ear"", ""Connectivity"": ""Bluetooth 5.2"", ""Battery"": ""20 hrs"", ""Driver"": ""40mm"", ""Frequency"": ""5Hz-40kHz""}",1,No,7
1150,Apple Elite ANC Headphones,Headphones,Apple,Sports earbuds with secure fit and sweat resistance for active users.,10700,3.1,108,Yes,"gaming, sports, noise-cancelling","{""Type"": ""Over-ear"", ""Connectivity"": ""USB-C"", ""Battery"": ""60 hrs"", ""Driver"": ""10mm"", ""Frequency"": ""5Hz-40kHz""}",2,No,10
1151,Hisense Flex Android TV,Televisions,Hisense,OLED TV with perfect blacks and vibrant colors for a cinematic experience.,170710,3.3,3270,Yes,"4K, gaming, smart","{""Screen Size"": ""32 inch"", ""Resolution"": ""4K UHD"", ""Panel"": ""OLED"", ""Refresh Rate"": ""60Hz"", ""Smart"": ""Android TV""}",2,No,30
1152,Hisense Z 4K QLED TV,Televisions,Hisense,OLED TV with perfect blacks and vibrant colors for a cinematic experience.,38830,3.2,1964,Yes,"8K, smart, OLED","{""Screen Size"": ""55 inch"", ""Resolution"": ""HD Ready"", ""Panel"": ""QLED"", ""Refresh Rate"": ""144Hz"", ""Smart"": ""Google TV""}",0,Yes,7
1153,Hisense S10 Smart TV,Televisions,Hisense,OLED TV with perfect blacks and vibrant colors for a cinematic experience.,204830,4.3,4294,Yes,"4K, gaming, 8K","{""Screen Size"": ""75 inch"", ""Resolution"": ""HD Ready"", ""Panel"": ""OLED"", ""Refresh Rate"": ""120Hz"", ""Smart"": ""WebOS""}",2,Yes,15
1154,Sony 5000 Smart TV,Televisions,Sony,Brilliant 4K display with HDR support for true-to-life picture quality.,110480,3.9,4653,Yes,"4K, OLED, gaming","{""Screen Size"": ""55 inch"", ""Resolution"": ""8K"", ""Panel"": ""QLED"", ""Refresh Rate"": ""60Hz"", ""Smart"": ""Google TV""}",1,No,10
1155,OnePlus 500 Smart TV,Televisions,OnePlus,Smart TV with built-in streaming apps and voice assistant support.,226120,3,4539,Yes,"8K, 4K, QLED","{""Screen Size"": ""50 inch"", ""Resolution"": ""8K"", ""Panel"": ""OLED"", ""Refresh Rate"": ""60Hz"", ""Smart"": ""Android TV""}",3,Yes,15
1156,Mi B2 OLED TV,Televisions,Mi,Brilliant 4K display with HDR support for true-to-life picture quality.,177890,3.2,2322,Yes,"4K, 8K, smart","{""Screen Size"": ""65 inch"", ""Resolution"": ""HD Ready"", ""Panel"": ""AMOLED"", ""Refresh Rate"": ""60Hz"", ""Smart"": ""Google TV""}",2,No,7
1157,Panasonic X 4K QLED TV,Televisions,Panasonic,OLED TV with perfect blacks and vibrant colors for a cinematic experience.,175680,3.6,1243,Yes,"8K, QLED, OLED","{""Screen Size"": ""65 inch"", ""Resolution"": ""8K"", ""Panel"": ""OLED"", ""Refresh Rate"": ""144Hz"", ""Smart"": ""Tizen OS""}",0,No,7
1158,Mi C3 Smart TV,Televisions,Mi,OLED TV with perfect blacks and vibrant colors for a cinematic experience.,15420,4.3,1176,Yes,"gaming, OLED, 4K","{""Screen Size"": ""43 inch"", ""Resolution"": ""Full HD"", ""Panel"": ""AMOLED"", ""Refresh Rate"": ""120Hz"", ""Smart"": ""Android TV""}",2,Yes,7
1159,Mi Neo Android TV,Televisions,Mi,OLED TV with perfect blacks and vibrant colors for a cinematic experience.,145660,4.5,3573,Yes,"4K, smart, 8K","{""Screen Size"": ""75 inch"", ""Resolution"": ""8K"", ""Panel"": ""LED"", ""Refresh Rate"": ""144Hz"", ""Smart"": ""Android TV""}",1,Yes,15
1160,OnePlus Flex Android TV,Televisions,OnePlus,OLED TV with perfect blacks and vibrant colors for a cinematic experience.,105650,3.5,2582,Yes,"8K, gaming, 4K","{""Screen Size"": ""43 inch"", ""Resolution"": ""HD Ready"", ""Panel"": ""OLED"", ""Refresh Rate"": ""120Hz"", ""Smart"": ""Google TV""}",3,Yes,15
1161,Mi Lite Android TV,Televisions,Mi,OLED TV with perfect blacks and vibrant colors for a cinematic experience.,257960,3.2,2924,Yes,"OLED, smart, 4K","{""Screen Size"": ""43 inch"", ""Resolution"": ""4K UHD"", ""Panel"": ""OLED"", ""Refresh Rate"": ""60Hz"", ""Smart"": ""Tizen OS""}",3,Yes,15
1162,OnePlus 1000 Smart TV,Televisions,OnePlus,Gaming TV with low input lag and high refresh rate for smooth gameplay.,258560,4.1,1830,Yes,"8K, 4K, QLED","{""Screen Size"": ""32 inch"", ""Resolution"": ""Full HD"", ""Panel"": ""LED"", ""Refresh Rate"": ""60Hz"", ""Smart"": ""Android TV""}",1,Yes,30
1163,TCL 300 OLED TV,Televisions,TCL,Brilliant 4K display with HDR support for true-to-life picture quality.,21210,3.1,1386,Yes,"QLED, 8K, 4K","{""Screen Size"": ""50 inch"", ""Resolution"": ""HD Ready"", ""Panel"": ""LED"", ""Refresh Rate"": ""120Hz"", ""Smart"": ""Android TV""}",3,No,30
1164,Samsung Max 4K QLED TV,Televisions,Samsung,OLED TV with perfect blacks and vibrant colors for a cinematic experience.,76190,3.4,4521,Yes,"QLED, 8K, 4K","{""Screen Size"": ""65 inch"", ""Resolution"": ""Full HD"", ""Panel"": ""QLED"", ""Refresh Rate"": ""120Hz"", ""Smart"": ""Google TV""}",3,Yes,7
